date,Age of Wonders 4,isPartial
2020-09-13,26,False

2020-09-20,15,False

2020-09-27,19,False

2020-10-04,27,False

2020-10-11,25,False

2020-10-18,26,False

2020-10-25,19,False

2020-11-01,0,False

2020-11-08,23,False

2020-11-15,21,False

2020-11-22,22,False

2020-11-29,21,False

2020-12-06,14,False

2020-12-13,22,False

2020-12-20,0,False

2020-12-27,26,False

2021-01-03,18,False

2021-01-10,49,False

2021-01-17,31,False

2021-01-24,14,False

2021-01-31,20,False

2021-02-07,20,False

2021-02-14,25,False

2021-02-21,29,False

2021-02-28,16,False

2021-03-07,26,False

2021-03-14,31,False

2021-03-21,25,False

2021-03-28,26,False

2021-04-04,17,False

2021-04-11,19,False

2021-04-18,0,False

2021-04-25,29,False

2021-05-02,20,False

2021-05-09,13,False

2021-05-16,17,False

2021-05-23,0,False

2021-05-30,17,False

2021-06-06,19,False

2021-06-13,14,False

2021-06-20,28,False

2021-06-27,21,False

2021-07-04,17,False

2021-07-11,16,False

2021-07-18,16,False

2021-07-25,22,False

2021-08-01,13,False

2021-08-08,31,False

2021-08-15,18,False

2021-08-22,18,False

2021-08-29,0,False

2021-09-05,0,False

2021-09-12,27,False

2021-09-19,26,False

2021-09-26,29,False

2021-10-03,15,False

2021-10-10,0,False

2021-10-17,23,False

2021-10-24,18,False

2021-10-31,26,False

2021-11-07,25,False

2021-11-14,0,False

2021-11-21,0,False

2021-11-28,16,False

2021-12-05,0,False

2021-12-12,0,False

2021-12-19,0,False

2021-12-26,28,False

2022-01-02,24,False

2022-01-09,30,False

2022-01-16,22,False

2022-01-23,19,False

2022-01-30,37,False

2022-02-06,22,False

2022-02-13,22,False

2022-02-20,24,False

2022-02-27,29,False

2022-03-06,28,False

2022-03-13,20,False

2022-03-20,39,False

2022-03-27,25,False

2022-04-03,27,False

2022-04-10,34,False

2022-04-17,32,False

2022-04-24,28,False

2022-05-01,29,False

2022-05-08,19,False

2022-05-15,21,False

2022-05-22,23,False

2022-05-29,29,False

2022-06-05,22,False

2022-06-12,24,False

2022-06-19,21,False

2022-06-26,22,False

2022-07-03,21,False

2022-07-10,25,False

2022-07-17,21,False

2022-07-24,14,False

2022-07-31,25,False

2022-08-07,29,False

2022-08-14,18,False

2022-08-21,22,False

2022-08-28,26,False

2022-09-04,24,False

2022-09-11,17,False

2022-09-18,21,False

2022-09-25,23,False

2022-10-02,15,False

2022-10-09,15,False

2022-10-16,21,False

2022-10-23,12,False

2022-10-30,14,False

2022-11-06,16,False

2022-11-13,32,False

2022-11-20,22,False

2022-11-27,21,False

2022-12-04,14,False

2022-12-11,30,False

2022-12-18,22,False

2022-12-25,23,False

2023-01-01,33,False

2023-01-08,28,False

2023-01-15,27,False

2023-01-22,25,False

2023-01-29,26,False

2023-02-05,15,False

2023-02-12,25,False

2023-02-19,28,False

2023-02-26,23,False

2023-03-05,25,False

2023-03-12,10,False

2023-03-19,24,False

2023-03-26,26,False

2023-04-02,29,False

2023-04-09,25,False

2023-04-16,38,False

2023-04-23,31,False

2023-04-30,19,False

2023-05-07,28,False

2023-05-14,30,False

2023-05-21,71,False

2023-05-28,77,False

2023-06-04,100,False

2023-06-11,73,False

2023-06-18,55,False

2023-06-25,53,False

2023-07-02,62,False

2023-07-09,54,False

2023-07-16,67,False

2023-07-23,50,False

2023-07-30,37,False

2023-08-06,25,False

2023-08-13,38,False

2023-08-20,34,False

2023-08-27,33,False

2023-09-03,27,False

2023-09-10,31,False

2023-09-17,23,False

2023-09-24,22,False

2023-10-01,24,False

2023-10-08,27,False

2023-10-15,30,False

2023-10-22,27,False

2023-10-29,38,False

2023-11-05,50,False

2023-11-12,37,False

2023-11-19,40,False

2023-11-26,34,False

2023-12-03,25,False

2023-12-10,31,False

2023-12-17,28,False

2023-12-24,31,False

2023-12-31,33,False

2024-01-07,31,False

2024-01-14,34,False

2024-01-21,31,False

2024-01-28,26,False

2024-02-04,23,False

2024-02-11,35,False

2024-02-18,32,False

2024-02-25,38,False

2024-03-03,29,False

2024-03-10,29,False

2024-03-17,31,False

2024-03-24,37,False

2024-03-31,37,False

2024-04-07,25,False

2024-04-14,42,False

2024-04-21,46,False

2024-04-28,28,False

2024-05-05,29,False

2024-05-12,28,True

date,War of Rights,isPartial

2019-05-12,0,False

2019-05-19,0,False

2019-05-26,0,False

2019-06-02,0,False

2019-06-09,0,False

2019-06-16,0,False

2019-06-23,0,False

2019-06-30,0,False

2019-07-07,0,False

2019-07-14,0,False

2019-07-21,0,False

2019-07-28,0,False

2019-08-04,0,False

2019-08-11,0,False

2019-08-18,0,False

2019-08-25,0,False

2019-09-01,0,False

2019-09-08,0,False

2019-09-15,0,False

2019-09-22,0,False

2019-09-29,0,False

2019-10-06,0,False

2019-10-13,0,False

2019-10-20,48,False

2019-10-27,0,False

2019-11-03,0,False

2019-11-10,0,False

2019-11-17,0,False

2019-11-24,0,False

2019-12-01,0,False

2019-12-08,0,False

2019-12-15,0,False

2019-12-22,0,False

2019-12-29,0,False

2020-01-05,0,False

2020-01-12,0,False

2020-01-19,0,False

2020-01-26,0,False

2020-02-02,0,False

2020-02-09,0,False

2020-02-16,0,False

2020-02-23,44,False

2020-03-01,0,False

2020-03-08,0,False

2020-03-15,0,False

2020-03-22,46,False

2020-03-29,0,False

2020-04-05,0,False

2020-04-12,45,False

2020-04-19,0,False

2020-04-26,0,False

2020-05-03,0,False

2020-05-10,0,False

2020-05-17,0,False

2020-05-24,0,False

2020-05-31,51,False

2020-06-07,0,False

2020-06-14,0,False

2020-06-21,62,False

2020-06-28,46,False

2020-07-05,0,False

2020-07-12,0,False

2020-07-19,0,False

2020-07-26,0,False

2020-08-02,0,False

2020-08-09,54,False

2020-08-16,0,False

2020-08-23,0,False

2020-08-30,0,False

2020-09-06,0,False

2020-09-13,0,False

2020-09-20,0,False

2020-09-27,0,False

2020-10-04,0,False

2020-10-11,0,False

2020-10-18,0,False

2020-10-25,0,False

2020-11-01,0,False

2020-11-08,0,False

2020-11-15,0,False

2020-11-22,0,False

2020-11-29,0,False

2020-12-06,0,False

2020-12-13,0,False

2020-12-20,0,False

2020-12-27,0,False

2021-01-03,0,False

2021-01-10,0,False

2021-01-17,0,False

2021-01-24,0,False

2021-01-31,0,False

2021-02-07,0,False

2021-02-14,0,False

2021-02-21,0,False

2021-02-28,0,False

2021-03-07,0,False

2021-03-14,0,False

2021-03-21,0,False

2021-03-28,0,False

2021-04-04,0,False

2021-04-11,0,False

2021-04-18,0,False

2021-04-25,0,False

2021-05-02,0,False

2021-05-09,0,False

2021-05-16,0,False

2021-05-23,58,False

2021-05-30,0,False

2021-06-06,52,False

2021-06-13,0,False

2021-06-20,0,False

2021-06-27,0,False

2021-07-04,0,False

2021-07-11,0,False

2021-07-18,0,False

2021-07-25,0,False

2021-08-01,0,False

2021-08-08,0,False

2021-08-15,0,False

2021-08-22,0,False

2021-08-29,0,False

2021-09-05,0,False

2021-09-12,0,False

2021-09-19,0,False

2021-09-26,0,False

2021-10-03,0,False

2021-10-10,0,False

2021-10-17,0,False

2021-10-24,0,False

2021-10-31,75,False

2021-11-07,54,False

2021-11-14,0,False

2021-11-21,0,False

2021-11-28,0,False

2021-12-05,0,False

2021-12-12,0,False

2021-12-19,0,False

2021-12-26,66,False

2022-01-02,81,False

2022-01-09,86,False

2022-01-16,53,False

2022-01-23,65,False

2022-01-30,0,False

2022-02-06,0,False

2022-02-13,0,False

2022-02-20,45,False

2022-02-27,0,False

2022-03-06,0,False

2022-03-13,40,False

2022-03-20,0,False

2022-03-27,43,False

2022-04-03,0,False

2022-04-10,53,False

2022-04-17,39,False

2022-04-24,38,False

2022-05-01,0,False

2022-05-08,50,False

2022-05-15,0,False

2022-05-22,0,False

2022-05-29,0,False

2022-06-05,0,False

2022-06-12,0,False

2022-06-19,0,False

2022-06-26,0,False

2022-07-03,0,False

2022-07-10,0,False

2022-07-17,0,False

2022-07-24,85,False

2022-07-31,0,False

2022-08-07,0,False

2022-08-14,52,False

2022-08-21,0,False

2022-08-28,0,False

2022-09-04,0,False

2022-09-11,0,False

2022-09-18,0,False

2022-09-25,0,False

2022-10-02,0,False

2022-10-09,0,False

2022-10-16,0,False

2022-10-23,0,False

2022-10-30,0,False

2022-11-06,0,False

2022-11-13,0,False

2022-11-20,0,False

2022-11-27,0,False

2022-12-04,0,False

2022-12-11,0,False

2022-12-18,0,False

2022-12-25,0,False

2023-01-01,0,False

2023-01-08,0,False

2023-01-15,0,False

2023-01-22,0,False

2023-01-29,51,False

2023-02-05,0,False

2023-02-12,0,False

2023-02-19,0,False

2023-02-26,0,False

2023-03-05,38,False

2023-03-12,54,False

2023-03-19,88,False

2023-03-26,0,False

2023-04-02,0,False

2023-04-09,40,False

2023-04-16,41,False

2023-04-23,0,False

2023-04-30,62,False

2023-05-07,0,False

2023-05-14,0,False

2023-05-21,0,False

2023-05-28,43,False

2023-06-04,41,False

2023-06-11,39,False

2023-06-18,0,False

2023-06-25,0,False

2023-07-02,0,False

2023-07-09,0,False

2023-07-16,0,False

2023-07-23,0,False

2023-07-30,0,False

2023-08-06,0,False

2023-08-13,0,False

2023-08-20,0,False

2023-08-27,0,False

2023-09-03,43,False

2023-09-10,0,False

2023-09-17,0,False

2023-09-24,0,False

2023-10-01,0,False

2023-10-08,0,False

2023-10-15,44,False

2023-10-22,0,False

2023-10-29,0,False

2023-11-05,0,False

2023-11-12,0,False

2023-11-19,0,False

2023-11-26,0,False

2023-12-03,0,False

2023-12-10,0,False

2023-12-17,46,False

2023-12-24,87,False

2023-12-31,0,False

2024-01-07,49,False

2024-01-14,0,False

2024-01-21,0,False

2024-01-28,0,False

2024-02-04,0,False

2024-02-11,71,False

2024-02-18,100,False

2024-02-25,57,False

2024-03-03,69,False

2024-03-10,0,False

2024-03-17,0,False

2024-03-24,50,False

2024-03-31,0,False

2024-04-07,0,False

2024-04-14,0,False

2024-04-21,0,False

2024-04-28,3,False

2024-05-05,18,False

2024-05-12,19,True

date,Police Simulator: Patrol Officers,isPartial

2019-05-12,0,False

2019-05-19,0,False

2019-05-26,0,False

2019-06-02,0,False

2019-06-09,0,False

2019-06-16,0,False

2019-06-23,0,False

2019-06-30,0,False

2019-07-07,0,False

2019-07-14,0,False

2019-07-21,0,False

2019-07-28,0,False

2019-08-04,0,False

2019-08-11,0,False

2019-08-18,0,False

2019-08-25,0,False

2019-09-01,0,False

2019-09-08,0,False

2019-09-15,0,False

2019-09-22,0,False

2019-09-29,0,False

2019-10-06,0,False

2019-10-13,0,False

2019-10-20,0,False

2019-10-27,0,False

2019-11-03,0,False

2019-11-10,0,False

2019-11-17,0,False

2019-11-24,0,False

2019-12-01,0,False

2019-12-08,0,False

2019-12-15,0,False

2019-12-22,0,False

2019-12-29,0,False

2020-01-05,0,False

2020-01-12,0,False

2020-01-19,0,False

2020-01-26,0,False

2020-02-02,0,False

2020-02-09,58,False

2020-02-16,0,False

2020-02-23,0,False

2020-03-01,0,False

2020-03-08,0,False

2020-03-15,0,False

2020-03-22,0,False

2020-03-29,0,False

2020-04-05,0,False

2020-04-12,0,False

2020-04-19,0,False

2020-04-26,0,False

2020-05-03,0,False

2020-05-10,0,False

2020-05-17,0,False

2020-05-24,0,False

2020-05-31,0,False

2020-06-07,0,False

2020-06-14,0,False

2020-06-21,0,False

2020-06-28,0,False

2020-07-05,0,False

2020-07-12,0,False

2020-07-19,0,False

2020-07-26,0,False

2020-08-02,0,False

2020-08-09,0,False

2020-08-16,0,False

2020-08-23,0,False

2020-08-30,0,False

2020-09-06,0,False

2020-09-13,0,False

2020-09-20,0,False

2020-09-27,0,False

2020-10-04,0,False

2020-10-11,0,False

2020-10-18,0,False

2020-10-25,0,False

2020-11-01,0,False

2020-11-08,0,False

2020-11-15,0,False

2020-11-22,0,False

2020-11-29,0,False

2020-12-06,0,False

2020-12-13,0,False

2020-12-20,0,False

2020-12-27,0,False

2021-01-03,0,False

2021-01-10,0,False

2021-01-17,0,False

2021-01-24,0,False

2021-01-31,0,False

2021-02-07,0,False

2021-02-14,0,False

2021-02-21,0,False

2021-02-28,0,False

2021-03-07,0,False

2021-03-14,0,False

2021-03-21,0,False

2021-03-28,0,False

2021-04-04,0,False

2021-04-11,0,False

2021-04-18,0,False

2021-04-25,0,False

2021-05-02,0,False

2021-05-09,0,False

2021-05-16,0,False

2021-05-23,0,False

2021-05-30,0,False

2021-06-06,0,False

2021-06-13,0,False

2021-06-20,0,False

2021-06-27,0,False

2021-07-04,0,False

2021-07-11,0,False

2021-07-18,0,False

2021-07-25,0,False

2021-08-01,0,False

2021-08-08,0,False

2021-08-15,0,False

2021-08-22,0,False

2021-08-29,0,False

2021-09-05,0,False

2021-09-12,0,False

2021-09-19,0,False

2021-09-26,0,False

2021-10-03,0,False

2021-10-10,0,False

2021-10-17,0,False

2021-10-24,0,False

2021-10-31,0,False

2021-11-07,0,False

2021-11-14,0,False

2021-11-21,0,False

2021-11-28,0,False

2021-12-05,0,False

2021-12-12,0,False

2021-12-19,0,False

2021-12-26,0,False

2022-01-02,0,False

2022-01-09,0,False

2022-01-16,0,False

2022-01-23,0,False

2022-01-30,0,False

2022-02-06,0,False

2022-02-13,0,False

2022-02-20,0,False

2022-02-27,0,False

2022-03-06,0,False

2022-03-13,0,False

2022-03-20,0,False

2022-03-27,0,False

2022-04-03,0,False

2022-04-10,0,False

2022-04-17,0,False

2022-04-24,0,False

2022-05-01,0,False

2022-05-08,0,False

2022-05-15,0,False

2022-05-22,0,False

2022-05-29,0,False

2022-06-05,0,False

2022-06-12,0,False

2022-06-19,0,False

2022-06-26,0,False

2022-07-03,0,False

2022-07-10,0,False

2022-07-17,0,False

2022-07-24,0,False

2022-07-31,0,False

2022-08-07,0,False

2022-08-14,0,False

2022-08-21,0,False

2022-08-28,0,False

2022-09-04,0,False

2022-09-11,0,False

2022-09-18,0,False

2022-09-25,0,False

2022-10-02,0,False

2022-10-09,0,False

2022-10-16,0,False

2022-10-23,0,False

2022-10-30,0,False

2022-11-06,100,False

2022-11-13,80,False

2022-11-20,48,False

2022-11-27,0,False

2022-12-04,0,False

2022-12-11,0,False

2022-12-18,55,False

2022-12-25,66,False

2023-01-01,0,False

2023-01-08,0,False

2023-01-15,0,False

2023-01-22,0,False

2023-01-29,0,False

2023-02-05,0,False

2023-02-12,59,False

2023-02-19,0,False

2023-02-26,0,False

2023-03-05,47,False

2023-03-12,0,False

2023-03-19,50,False

2023-03-26,0,False

2023-04-02,0,False

2023-04-09,55,False

2023-04-16,0,False

2023-04-23,0,False

2023-04-30,0,False

2023-05-07,0,False

2023-05-14,0,False

2023-05-21,0,False

2023-05-28,0,False

2023-06-04,0,False

2023-06-11,0,False

2023-06-18,0,False

2023-06-25,0,False

2023-07-02,0,False

2023-07-09,0,False

2023-07-16,0,False

2023-07-23,0,False

2023-07-30,0,False

2023-08-06,0,False

2023-08-13,0,False

2023-08-20,0,False

2023-08-27,0,False

2023-09-03,0,False

2023-09-10,0,False

2023-09-17,0,False

2023-09-24,0,False

2023-10-01,0,False

2023-10-08,0,False

2023-10-15,0,False

2023-10-22,0,False

2023-10-29,0,False

2023-11-05,0,False

2023-11-12,0,False

2023-11-19,0,False

2023-11-26,0,False

2023-12-03,0,False

2023-12-10,0,False

2023-12-17,0,False

2023-12-24,0,False

2023-12-31,0,False

2024-01-07,0,False

2024-01-14,0,False

2024-01-21,0,False

2024-01-28,0,False

2024-02-04,0,False

2024-02-11,0,False

2024-02-18,0,False

2024-02-25,0,False

2024-03-03,0,False

2024-03-10,0,False

2024-03-17,0,False

2024-03-24,0,False

2024-03-31,0,False

2024-04-07,0,False

2024-04-14,0,False

2024-04-21,0,False

2024-04-28,4,False

2024-05-05,20,False

2024-05-12,18,True

date,Command & Conquerï¿½ Red Alertï¿½ 3,isPartial

2019-05-12,0,False

2019-05-19,0,False

2019-05-26,0,False

2019-06-02,0,False

2019-06-09,0,False

2019-06-16,0,False

2019-06-23,0,False

2019-06-30,0,False

2019-07-07,0,False

2019-07-14,0,False

2019-07-21,0,False

2019-07-28,0,False

2019-08-04,0,False

2019-08-11,0,False

2019-08-18,0,False

2019-08-25,0,False

2019-09-01,0,False

2019-09-08,0,False

2019-09-15,0,False

2019-09-22,0,False

2019-09-29,0,False

2019-10-06,0,False

2019-10-13,0,False

2019-10-20,0,False

2019-10-27,0,False

2019-11-03,0,False

2019-11-10,0,False

2019-11-17,0,False

2019-11-24,0,False

2019-12-01,0,False

2019-12-08,0,False

2019-12-15,0,False

2019-12-22,0,False

2019-12-29,0,False

2020-01-05,0,False

2020-01-12,0,False

2020-01-19,0,False

2020-01-26,0,False

2020-02-02,0,False

2020-02-09,0,False

2020-02-16,0,False

2020-02-23,0,False

2020-03-01,0,False

2020-03-08,0,False

2020-03-15,0,False

2020-03-22,0,False

2020-03-29,0,False

2020-04-05,0,False

2020-04-12,0,False

2020-04-19,0,False

2020-04-26,0,False

2020-05-03,0,False

2020-05-10,0,False

2020-05-17,0,False

2020-05-24,0,False

2020-05-31,0,False

2020-06-07,0,False

2020-06-14,100,False

2020-06-21,0,False

2020-06-28,0,False

2020-07-05,0,False

2020-07-12,0,False

2020-07-19,0,False

2020-07-26,0,False

2020-08-02,0,False

2020-08-09,0,False

2020-08-16,0,False

2020-08-23,0,False

2020-08-30,0,False

2020-09-06,0,False

2020-09-13,0,False

2020-09-20,0,False

2020-09-27,0,False

2020-10-04,0,False

2020-10-11,0,False

2020-10-18,0,False

2020-10-25,0,False

2020-11-01,0,False

2020-11-08,0,False

2020-11-15,0,False

2020-11-22,0,False

2020-11-29,0,False

2020-12-06,0,False

2020-12-13,0,False

2020-12-20,0,False

2020-12-27,0,False

2021-01-03,0,False

2021-01-10,0,False

2021-01-17,0,False

2021-01-24,0,False

2021-01-31,0,False

2021-02-07,0,False

2021-02-14,0,False

2021-02-21,0,False

2021-02-28,0,False

2021-03-07,0,False

2021-03-14,0,False

2021-03-21,0,False

2021-03-28,0,False

2021-04-04,0,False

2021-04-11,0,False

2021-04-18,0,False

2021-04-25,0,False

2021-05-02,0,False

2021-05-09,0,False

2021-05-16,0,False

2021-05-23,0,False

2021-05-30,0,False

